Codigo,Marca,Modelo,Color,PrecioConIva,PrecioSinIva,Inactivo
CCHOLO4,CENTRAL,CHOLO,C4,27709,22900,
CCHOLO5,CENTRAL,CHOLO,C5,27709,22900,
CCHOLO6,CENTRAL,CHOLO,C6,27709,22900,
CCLARO5,CENTRAL,CLARO,C5,27709,22900,
CCLARO6,CENTRAL,CLARO,C6,27709,22900,
CCLASS1,CENTRAL,CLASS,C1,33759,27900,
CCLASS2,CENTRAL,CLASS,C2,33759,27900,
CCLASS3,CENTRAL,CLASS,C3,33759,27900,
CCLEO6,CENTRAL,CLEO,C6,36179,29900,
CCLEVER1,CENTRAL,CLEVER,C1,27709,22900,
CCLEVER2,CENTRAL,CLEVER,C2,27709,22900,
CCLEVER3,CENTRAL,CLEVER,C3,27709,22900,
CCLEVER5,CENTRAL,CLEVER,C5,27709,22900,
CCLEVER6,CENTRAL,CLEVER,C6,27709,22900,
CCLIX1,CENTRAL,CLIX,C1,55539,45900,
CCLIX2,CENTRAL,CLIX,C2,55539,45900,
CCLIX3,CENTRAL,CLIX,C3,55539,45900,
CCLIX5,CENTRAL,CLIX,C5,55539,45900,
CCO,CENTRAL,CLIP ON,,39325,32500,
CCODER1,CENTRAL,CODER,C1,47069,38900,
CCODER2,CENTRAL,CODER,C2,47069,38900,
CCODER6,CENTRAL,CODER,C6,47069,38900,
CCONDOR1,CENTRAL,CONDOR,C1,22808,18850,
CCONDOR2,CENTRAL,CONDOR,C2,22808,18850,
CCONDOR4,CENTRAL,CONDOR,C4,22808,18850,
CCOOL1,CENTRAL,COOL,C1,26741,22100,
CCOOL2,CENTRAL,COOL,C2,26741,22100,
CCOOL3,CENTRAL,COOL,C3,26741,22100,
CCOOL4,CENTRAL,COOL,C4,26741,22100,
CCOOPER1,CENTRAL,COOPER,C1,36179,29900,
CCOOPER11,CENTRAL,COOPER,C11,36179,29900,
CCOOPER2,CENTRAL,COOPER,C2,36179,29900,
CCOOPER3,CENTRAL,COOPER,C3,36179,29900,
CCOOPER4,CENTRAL,COOPER,C4,36179,29900,
CCOPENHAGEN1,CENTRAL,COPENHAGEN,C1,49489,40900,
CCOPENHAGEN2,CENTRAL,COPENHAGEN,C2,49489,40900,
CCOPENHAGEN3,CENTRAL,COPENHAGEN,C3,49489,40900,
CCORE1,CENTRAL,CORE,C1,47069,38900,
CCORE2,CENTRAL,CORE,C2,47069,38900,
CCORE4,CENTRAL,CORE,C4,47069,38900,
CCORE5,CENTRAL,CORE,C5,47069,38900,
CCOROICO1,CENTRAL,COROICO,C1,47069,38900,
CCOROICO2,CENTRAL,COROICO,C2,47069,38900,
CCOSTA6,CENTRAL,COSTA,C6,44649,36900,
CCRAFT1,CENTRAL,CRAFT,C1,36179,29900,
CCRAFT3,CENTRAL,CRAFT,C3,36179,29900,
CCRAFT5,CENTRAL,CRAFT,C5,36179,29900,
CCRISTAL1,CENTRAL,CRISTAL,C1,27709,22900,
CCRISTAL2,CENTRAL,CRISTAL,C2,27709,22900,
CCRISTAL3,CENTRAL,CRISTAL,C3,27709,22900,
CCRX,CENTRAL,CLASICO RX,,9184,7590,
CCUSCO1,CENTRAL,CUSCO,C1,26741,22100,
CCUSCO2,CENTRAL,CUSCO,C2,26741,22100,
CCUSCO4,CENTRAL,CUSCO,C4,26741,22100,
CCUSCO5,CENTRAL,CUSCO,C5,26741,22100,
CCUSCO6,CENTRAL,CUSCO,C6,26741,22100,
CCUSCO7,CENTRAL,CUSCO,C7,26741,22100,
CCUSCO8,CENTRAL,CUSCO,C8,26741,22100,
CCYCLE1,CENTRAL,CYCLE,C1,36179,29900,
CCYCLE4,CENTRAL,CYCLE,C4,36179,29900,
CCYCLE6,CENTRAL,CYCLE,C6,36179,29900,
CDANCER1,CENTRAL,DANCER,C1,27709,22900,
CDANCER2,CENTRAL,DANCER,C2,27709,22900,
CDANCER5,CENTRAL,DANCER,C5,27709,22900,
CDARWIN1,CENTRAL,DARWIN,C1,47069,38900,
CDARWIN2,CENTRAL,DARWIN,C2,47069,38900,
CDELF1,CENTRAL,DELF,C1,47069,38900,
CDELF2,CENTRAL,DELF,C2,47069,38900,
CDELF3,CENTRAL,DELF,C3,47069,38900,
CDELF4,CENTRAL,DELF,C4,47069,38900,
CDELF5,CENTRAL,DELF,C5,47069,38900,
CDELHI1,CENTRAL,DELHI,C1,27709,22900,
CDELHI2,CENTRAL,DELHI,C2,27709,22900,
CDELHI4,CENTRAL,DELHI,C4,27709,22900,
CDELHI5,CENTRAL,DELHI,C5,27709,22900,
CDELHI6,CENTRAL,DELHI,C6,27709,22900,
CDEMI1,CENTRAL,DEMI,C1,36179,29900,
CDENVER1,CENTRAL,DENVER,C1,44649,36900,
CDENVER4,CENTRAL,DENVER,C4,44649,36900,
CDESTELLO1,CENTRAL,DESTELLO,C1,33759,27900,
CDESTELLO3,CENTRAL,DESTELLO,C3,33759,27900,
CDESTELLO4,CENTRAL,DESTELLO,C4,33759,27900,
CDHAKA1,CENTRAL,DHAKA,C1,33759,27900,
CDHAKA2,CENTRAL,DHAKA,C2,33759,27900,
CDHAKA4,CENTRAL,DHAKA,C4,33759,27900,
CDHAKA5,CENTRAL,DHAKA,C5,33759,27900,
CDHAKA6,CENTRAL,DHAKA,C6,33759,27900,
CDINAMITA3,CENTRAL,DINAMITA,C3,33759,27900,
CDOLCE1,CENTRAL,DOLCE,C1,31460,26000,
CDOLCE2,CENTRAL,DOLCE,C2,31460,26000,
CDOLCE5,CENTRAL,DOLCE,C5,31460,26000,
CDOLCE6,CENTRAL,DOLCE,C6,31460,26000,
CDON1,CENTRAL,DON,C1,48279,39900,
CDON2,CENTRAL,DON,C2,48279,39900,
CDON3,CENTRAL,DON,C3,48279,39900,
CDREN1,CENTRAL,DREN,C1,47069,38900,
CDREN2,CENTRAL,DREN,C2,47069,38900,
CDREN3,CENTRAL,DREN,C3,47069,38900,
CDREN4,CENTRAL,DREN,C4,47069,38900,
CDRIFT4,CENTRAL,DRIFT,C4,36179,29900,
CDRIFT5,CENTRAL,DRIFT,C5,36179,29900,
CDRIFT6,CENTRAL,DRIFT,C6,36179,29900,
CDRIFT7,CENTRAL,DRIFT,C7,36179,29900,
CECLIPSE1,CENTRAL,ECLIPSE,C1,39325,32500,
CECLIPSE3,CENTRAL,ECLIPSE,C3,39325,32500,
CEDGE2,CENTRAL,EDGE,C2,36179,29900,
CEDGE3,CENTRAL,EDGE,C3,36179,29900,
CEDGE4,CENTRAL,EDGE,C4,36179,29900,
CEDGE6,CENTRAL,EDGE,C6,36179,29900,
CEKEV1,CENTRAL,EKEV,C1,27709,22900,
CEKEV2,CENTRAL,EKEV,C2,27709,22900,
CEKEV3,CENTRAL,EKEV,C3,27709,22900,
CELARA1,CENTRAL,ELARA,C1,47069,38900,
CELARA2,CENTRAL,ELARA,C2,47069,38900,
CELARA5,CENTRAL,ELARA,C5,47069,38900,
CELECTRA1,CENTRAL,ELECTRA,C1,39325,32500,
CELECTRA3,CENTRAL,ELECTRA,C3,39325,32500,
CELECTRA4,CENTRAL,ELECTRA,C4,39325,32500,
CELISA1,CENTRAL,ELISA,C1,47069,38900,
CELISA2,CENTRAL,ELISA,C2,47069,38900,
CELISA4,CENTRAL,ELISA,C4,47069,38900,
CELITE1,CENTRAL,ELITE,C1,33759,27900,
CELITE2,CENTRAL,ELITE,C2,33759,27900,
CELITE3,CENTRAL,ELITE,C3,33759,27900,
CELITE5,CENTRAL,ELITE,C5,33759,27900,
CELITE6,CENTRAL,ELITE,C6,33759,27900,
CELITE8,CENTRAL,ELITE,C8,33759,27900,
CELLE1,CENTRAL,ELLE,C1,36179,29900,
CELLE3,CENTRAL,ELLE,C3,36179,29900,
CELLE5,CENTRAL,ELLE,C5,36179,29900,
CELYSE1,CENTRAL,ELYSE,C1,51909,42900,
CELYSE2,CENTRAL,ELYSE,C2,51909,42900,
CELYSE3,CENTRAL,ELYSE,C3,51909,42900,
CEMBER1,CENTRAL,EMBER,C1,47069,38900,
CEMBER2,CENTRAL,EMBER,C2,47069,38900,
CEMERALD2,CENTRAL,EMERALD,C2,51909,42900,
CEMERALD3,CENTRAL,EMERALD,C3,51909,42900,
CEMERALD4,CENTRAL,EMERALD,C4,51909,42900,
CENERGIA1,CENTRAL,ENERGIA,C1,33759,27900,
CENERGIA2,CENTRAL,ENERGIA,C2,33759,27900,
CENERGIA6,CENTRAL,ENERGIA,C6,33759,27900,
CENIGMA2,CENTRAL,ENIGMA,C2,27528,22750,
CENIGMA4,CENTRAL,ENIGMA,C4,27528,22750,
CENIGMA6,CENTRAL,ENIGMA,C6,27528,22750,
CENIGMA8,CENTRAL,ENIGMA,C8,27528,22750,
CESME1,CENTRAL,ESME,C1,44649,36900,
CESME2,CENTRAL,ESME,C2,44649,36900,
CESME3,CENTRAL,ESME,C3,42229,34900,
CESME4,CENTRAL,ESME,C4,44649,36900,
CESME5,CENTRAL,ESME,C5,42229,34900,
CESTRELLA1,CENTRAL,ESTRELLA,C1,39325,32500,
CESTRELLA2,CENTRAL,ESTRELLA,C2,39325,32500,
CESTRELLA3,CENTRAL,ESTRELLA,C3,39325,32500,
CESTRELLA4,CENTRAL,ESTRELLA,C4,39325,32500,
CETER1,CENTRAL,ETER,C1,33759,27900,
CETER2,CENTRAL,ETER,C2,33759,27900,
CETER3,CENTRAL,ETER,C3,33759,27900,
CETER4,CENTRAL,ETER,C4,33759,27900,
CETER5,CENTRAL,ETER,C5,33759,27900,
CETON1,CENTRAL,ETON,C1,53119,43900,
CETON3,CENTRAL,ETON,C3,53119,43900,
CETON4,CENTRAL,ETON,C4,53119,43900,
CEYE,CENTRAL,EYE,,36179,29900,
CEZRA1,CENTRAL,EZRA,C1,47069,38900,
CEZRA2,CENTRAL,EZRA,C2,47069,38900,
CEZRA3,CENTRAL,EZRA,C3,47069,38900,
CEZRA5,CENTRAL,EZRA,C5,47069,38900,
CFALCON1,CENTRAL,FALCON,C1,22808,18850,
CFALCON3,CENTRAL,FALCON,C3,22808,18850,
CFALCON4,CENTRAL,FALCON,C4,22808,18850,
CFELIZ6,CENTRAL,FELIZ,C6,27709,22900,
CFELX1,CENTRAL,FELX,C1,47069,38900,
CFELX11,CENTRAL,FELX,C11,47069,38900,
CFELX3,CENTRAL,FELX,C3,47069,38900,
CFELX7,CENTRAL,FELX,C7,47069,38900,
CFELX8,CENTRAL,FELX,C8,47069,38900,
CFENIX1,CENTRAL,FENIX,C1,47069,38900,
CFENIX2,CENTRAL,FENIX,C2,47069,38900,
CFENIX3,CENTRAL,FENIX,C3,47069,38900,
CFINN1,CENTRAL,FINN,C1,47069,38900,
CFINN2,CENTRAL,FINN,C2,47069,38900,
CFINN3,CENTRAL,FINN,C3,47069,38900,
CFINN4,CENTRAL,FINN,C4,47069,38900,
CFINN5,CENTRAL,FINN,C5,47069,38900,
CFIRMAMENT1,CENTRAL,FIRMAMENT,C1,47069,38900,
CFIRMAMENT2,CENTRAL,FIRMAMENT,C2,47069,38900,
CFIRMAMENT3,CENTRAL,FIRMAMENT,C3,47069,38900,
CFLAMA1,CENTRAL,FLAMA,C1,36179,29900,
CFLAMA2,CENTRAL,FLAMA,C2,36179,29900,
CFLAMA3,CENTRAL,FLAMA,C3,36179,29900,
CFLAMA5,CENTRAL,FLAMA,C5,36179,29900,
CFLASH1,CENTRAL,FLASH,C1,54329,44900,
CFLASH2,CENTRAL,FLASH,C2,54329,44900,
CFLASH3,CENTRAL,FLASH,C3,54329,44900,
CFLASH4,CENTRAL,FLASH,C4,54329,44900,
CFLASH5,CENTRAL,FLASH,C5,54329,44900,
CFLEX1,CENTRAL,FLEX,C1,51909,42900,
CFLEX2,CENTRAL,FLEX,C2,51909,42900,
CFLEX3,CENTRAL,FLEX,C3,51909,42900,
CFLEX44,CENTRAL,FLEX,C44,51909,42900,
CFLEX68801,CENTRAL,FLEX,C68801,51909,42900,
CFLEX7,CENTRAL,FLEX,C7,51909,42900,
CFLEX9,CENTRAL,FLEX,C9,51909,42900,
CFLORA3,CENTRAL,FLORA,C3,36179,29900,
CFLORA4,CENTRAL,FLORA,C4,36179,29900,
CFLORENCIA3,CENTRAL,FLORENCIA,C3,36179,29900,
CFLOWER5,CENTRAL,FLOWER,C5,36179,29900,
CFOCO1,CENTRAL,FOCO,C1,44649,36900,
CFOCO2,CENTRAL,FOCO,C2,44649,36900,
CFOCO3,CENTRAL,FOCO,C3,44649,36900,
CFOGGIA1,CENTRAL,FOGGIA,C1,22808,18850,
CFOGGIA2,CENTRAL,FOGGIA,C2,22808,18850,
CFOGGIA5,CENTRAL,FOGGIA,C5,22808,18850,
CFORGE1,CENTRAL,FORGE,C1,47069,38900,
CFORGE2,CENTRAL,FORGE,C2,47069,38900,
CFORGE3,CENTRAL,FORGE,C3,47069,38900,
CFORGE5,CENTRAL,FORGE,C5,47069,38900,
CFOZ1,CENTRAL,FOZ,C1,47069,38900,
CFOZ2,CENTRAL,FOZ,C2,47069,38900,
CFOZ3,CENTRAL,FOZ,C3,47069,38900,
CFOZ4,CENTRAL,FOZ,C4,47069,38900,
CFOZ5,CENTRAL,FOZ,C5,47069,38900,
CFRANK1,CENTRAL,FRANK RX,C1,36179,29900,
CFRANK2,CENTRAL,FRANK RX,C2,36179,29900,
CFRANK3,CENTRAL,FRANK RX,C3,36179,29900,
CFRANK4,CENTRAL,FRANK RX,C4,36179,29900,
CFRANK5,CENTRAL,FRANK RX,C5,36179,29900,
CFRANK6,CENTRAL,FRANK RX,C6,36179,29900,
CFRED1,CENTRAL,FRED,C1,27709,22900,
CFRED2,CENTRAL,FRED,C2,27709,22900,
CFRED5,CENTRAL,FRED,C5,27709,22900,
CFREEDOM1,CENTRAL,FREEDOM,C1,36179,29900,
CFROGY1,CENTRAL,FROGY,C1,33759,27900,
CFROGY2,CENTRAL,FROGY,C2,33759,27900,
CFROGY5,CENTRAL,FROGY,C5,33759,27900,
CFUEGO1,CENTRAL,FUEGO,C1,36179,29900,
CFUEGO2,CENTRAL,FUEGO,C2,36179,29900,
CFUEGO3,CENTRAL,FUEGO,C3,36179,29900,
CFUNKY4,CENTRAL,FUNKY,C4,36179,29900,
CFUSE1,CENTRAL,FUSE,C1,51909,42900,
CFUSE2,CENTRAL,FUSE,C2,51909,42900,
CFUSE4,CENTRAL,FUSE,C4,51909,42900,
CFUSION1,CENTRAL,FUSION,C1,36179,29900,
CFUSION2,CENTRAL,FUSION,C2,36179,29900,
CFUSION4,CENTRAL,FUSION,C4,36179,29900,
CFUSION5,CENTRAL,FUSION,C5,36179,29900,
CFUTY1,CENTRAL,FUTY,C1,39809,32900,
CFUTY2,CENTRAL,FUTY,C2,39809,32900,
CFUTY3,CENTRAL,FUTY,C3,39809,32900,
CFUTY4,CENTRAL,FUTY,C4,39809,32900,
CFUTY5,CENTRAL,FUTY,C5,39809,32900,
CGALA1,CENTRAL,GALA,C1,47069,38900,
CGALA3,CENTRAL,GALA,C3,47069,38900,
CGALA5,CENTRAL,GALA,C5,47069,38900,
CGALATEA1,CENTRAL,GALATEA,C1,33759,27900,
CGALATEA2,CENTRAL,GALATEA,C2,33759,27900,
CGALATEA8,CENTRAL,GALATEA,C8,33759,27900,
CGALAXY2,CENTRAL,GALAXY,C2,36179,29900,
CGALAXY4,CENTRAL,GALAXY,C4,36179,29900,
CGALU1,CENTRAL,GALU,C1,47069,38900,
CGALU2,CENTRAL,GALU,C2,47069,38900,
CGALU4,CENTRAL,GALU,C4,47069,38900,
CGAMA1,CENTRAL,GAMA,C1,47069,38900,
CGAMA13,CENTRAL,GAMA,C13,47069,38900,
CGAMA6,CENTRAL,GAMA,C6,47069,38900,
CGANG1,CENTRAL,GANG,C1,22808,18850,
CGANG2,CENTRAL,GANG,C2,22808,18850,
CGANG3,CENTRAL,GANG,C3,22808,18850,
CGANG5,CENTRAL,GANG,C5,22808,18850,
CGAROPABA1,CENTRAL,GAROPABA,C1,37389,30900,
CGAROPABA2,CENTRAL,GAROPABA,C2,37389,30900,
CGAROPABA4,CENTRAL,GAROPABA,C4,37389,30900,
CGARY1,CENTRAL,GARY,C1,54329,44900,
CGARY3,CENTRAL,GARY,C3,54329,44900,
CGARY4,CENTRAL,GARY,C4,54329,44900,
CGARY5,CENTRAL,GARY,C5,54329,44900,
CGC1,CENTRAL,GOLD COAST,C1,36179,29900,
CGC2,CENTRAL,GOLD COAST,C2,36179,29900,
CGC3,CENTRAL,GOLD COAST,C3,36179,29900,
CGC5,CENTRAL,GOLD COAST,C5,36179,29900,
CGHOST1,CENTRAL,GHOST,C1,48279,39900,
CGHOST2,CENTRAL,GHOST,C2,48279,39900,
CGHOST3,CENTRAL,GHOST,C3,48279,39900,
CGHOST4,CENTRAL,GHOST,C4,48279,39900,
CGHOST5,CENTRAL,GHOST,C5,48279,39900,
CGHOST6,CENTRAL,GHOST,C6,48279,39900,
CGIBRALTAR1,CENTRAL,GIBRALTAR,C1,37389,30900,
CGIBRALTAR2,CENTRAL,GIBRALTAR,C2,37389,30900,
CGIBRALTAR3,CENTRAL,GIBRALTAR,C3,37389,30900,
CGINEBRA1,CENTRAL,GINEBRA,C1,39809,32900,
CGINEBRA3,CENTRAL,GINEBRA,C3,39809,32900,
CGINEBRA5,CENTRAL,GINEBRA,C5,39809,32900,
CGIRL1,CENTRAL,GIRL,C1,33759,27900,
CGIRL3,CENTRAL,GIRL,C3,33759,27900,
CGIRL4,CENTRAL,GIRL,C4,33759,27900,
CGLASGOW2,CENTRAL,GLASGOW,C2,33759,27900,
CGLASGOW6,CENTRAL,GLASGOW,C6,33759,27900,
CGLINT1,CENTRAL,GLINT,C1,51909,42900,
CGLINT2,CENTRAL,GLINT,C2,51909,42900,
CGLINT3,CENTRAL,GLINT,C3,51909,42900,
CGLORIA1,CENTRAL,GLORIA,C1,27709,22900,
CGLORIA2,CENTRAL,GLORIA,C2,27709,22900,
CGLORIA3,CENTRAL,GLORIA,C3,27709,22900,
CGLORIA4,CENTRAL,GLORIA,C4,27709,22900,
CGLORIA5,CENTRAL,GLORIA,C5,27709,22900,
CGLORIA6,CENTRAL,GLORIA,C6,27709,22900,
CGLOW1,CENTRAL,GLOW,C1,54329,44900,
CGLOW3,CENTRAL,GLOW,C3,54329,44900,
CGLOW4,CENTRAL,GLOW,C4,54329,44900,
CGOLD2,CENTRAL,GOLD,C2,44649,36900,
CGOLD3,CENTRAL,GOLD,C3,44649,36900,
CGOLD5,CENTRAL,GOLD,C5,44649,36900,
CGREGORY1,CENTRAL,GREGORY,C1,27709,22900,
CGREGORY2,CENTRAL,GREGORY,C2,27709,22900,
CGREGORY3,CENTRAL,GREGORY,C3,27709,22900,
CGREGORY5,CENTRAL,GREGORY,C5,27709,22900,
CGREGORY6,CENTRAL,GREGORY,C6,27709,22900,
CGREGORY8,CENTRAL,GREGORY,C8,27709,22900,
CGRID1,CENTRAL,GRID,C1,47069,38900,
CGRID2,CENTRAL,GRID,C2,47069,38900,
CGRID3,CENTRAL,GRID,C3,47069,38900,
CGUS2,CENTRAL,GUS,C2,27709,22900,
CGUS3,CENTRAL,GUS,C3,27709,22900,
CGUS5,CENTRAL,GUS,C5,27709,22900,
CGUS6,CENTRAL,GUS,C6,27709,22900,
CHAIFA1,CENTRAL,HAIFA,C1,37389,30900,
CHAIFA2,CENTRAL,HAIFA,C2,37389,30900,
CHALLSTAT1,CENTRAL,HALLSTAT,C1,51909,42900,
CHALLSTAT2,CENTRAL,HALLSTAT,C2,51909,42900,
CHALLSTAT3,CENTRAL,HALLSTAT,C3,51909,42900,
CHALLSTAT4,CENTRAL,HALLSTAT,C4,51909,42900,
CHALLSTAT5,CENTRAL,HALLSTAT,C5,51909,42900,
CHALLSTAT6,CENTRAL,HALLSTAT,C6,51909,42900,
CHALLY1,CENTRAL,HALLY,C1,39325,32500,
CHALLY2,CENTRAL,HALLY,C2,39325,32500,
CHALLY3,CENTRAL,HALLY,C3,39325,32500,
CHALO2,CENTRAL,HALO,C2,27709,22900,
CHALO3,CENTRAL,HALO,C3,27709,22900,
CHALO5,CENTRAL,HALO,C5,27709,22900,
CHALO6,CENTRAL,HALO,C6,27709,22900,
CHAVEN1,CENTRAL,HAVEN,C1,47069,38900,
CHAVEN2,CENTRAL,HAVEN,C2,47069,38900,
CHAVEN3,CENTRAL,HAVEN,C3,47069,38900,
CHELIOS1,CENTRAL,HELIOS,C1,47069,38900,
CHELIOS2,CENTRAL,HELIOS,C2,47069,38900,
CHELIOS4,CENTRAL,HELIOS,C4,47069,38900,
CHELIOS6,CENTRAL,HELIOS,C6,47069,38900,
CHELSINKI1,CENTRAL,HELSINKI,C1,39325,32500,
CHELSINKI2,CENTRAL,HELSINKI,C2,39809,32900,
CHELSINKI3,CENTRAL,HELSINKI,C3,39325,32500,
CHE-RECH,VARIOS,CHEQUE RECHAZADO,,1,1,
CHERENCIA2,CENTRAL,HERENCIA,C2,22808,18850,
CHERENCIA4,CENTRAL,HERENCIA,C4,22808,18850,
CHERENCIA5,CENTRAL,HERENCIA,C5,22808,18850,
CHERMANO5,CENTRAL,HERMANO,C5,27709,22900,
CHERMANO6,CENTRAL,HERMANO,C6,27709,22900,
CHEY1,CENTRAL,HEY,C1,51909,42900,
CHEY2,CENTRAL,HEY,C2,51909,42900,
CHEY90,CENTRAL,HEY,C90,51909,42900,
CHEY91,CENTRAL,HEY,C91,51909,42900,
CHEY92,CENTRAL,HEY,C92,51909,42900,
CHOLD1,CENTRAL,HOLD,C1,42229,34900,
CHOLD4,CENTRAL,HOLD,C4,42229,34900,
CHOLD5,CENTRAL,HOLD,C5,42229,34900,
CHOLD633,CENTRAL,HOLD,C633,42229,34900,
CHOLD637,CENTRAL,HOLD,C637,42229,34900,
CHOLD638,CENTRAL,HOLD,C638,42229,34900,
CHOLD7,CENTRAL,HOLD,C7,42229,34900,
CHONOR2,CENTRAL,HONOR,C2,22808,18850,
CHONOR4,CENTRAL,HONOR,C4,22808,18850,
CHONOR5,CENTRAL,HONOR,C5,22808,18850,
CHORIZON1,CENTRAL,HORIZON,C1,47069,38900,
CHORIZON3,CENTRAL,HORIZON,C3,47069,38900,
CHORIZON4,CENTRAL,HORIZON,C4,47069,38900,
CHUDSON1,CENTRAL,HUDSON,C1,47069,38900,
CHUDSON2,CENTRAL,HUDSON,C2,47069,38900,
CHUDSON3,CENTRAL,HUDSON,C3,47069,38900,
CHUDSON5,CENTRAL,HUDSON,C5,47069,38900,
CHYDE1,CENTRAL,HYDE,C1,51909,42900,
CHYDE2,CENTRAL,HYDE,C2,51909,42900,
CHYDE3,CENTRAL,HYDE,C3,51909,42900,
CIBIZA1,CENTRAL,IBIZA C1 SOL,,39325,32500,
CIBIZA2,CENTRAL,IBIZA C2 CLIP,,44649,36900,
CIBIZA2SOL,CENTRAL,IBIZA C2 SOL,,39325,32500,
CIBIZA3,CENTRAL,IBIZA,C3,44649,36900,
CIBIZA4,CENTRAL,IBIZA,C4,44649,36900,
CICARO10,CENTRAL,ICARO,C10,47069,38900,
CICARO12,CENTRAL,ICARO,C12,47069,38900,
CICARO14,CENTRAL,ICARO,C14,47069,38900,
CICONIC1,CENTRAL,ICONIC,C1,53119,43900,
CICONIC2,CENTRAL,ICONIC,C2,53119,43900,
CICONIC3,CENTRAL,ICONIC,C3,53119,43900,
CICONIC4,CENTRAL,ICONIC,C4,53119,43900,
CIMPACTO1,CENTRAL,IMPACTO,C1,33759,27900,
CIMPACTO2,CENTRAL,IMPACTO,C2,33759,27900,
CIMPACTO4,CENTRAL,IMPACTO,C4,33759,27900,
CINDONESIA1,CENTRAL,INDONESIA,C1,26741,22100,
CINDONESIA2,CENTRAL,INDONESIA,C2,26741,22100,
CINDONESIA4,CENTRAL,INDONESIA,C4,26741,22100,
CINDONESIA8,CENTRAL,INDONESIA,C8,26741,22100,
CINKA2,CENTRAL,INKA,C2,42229,34900,
CINKA3,CENTRAL,INKA,C3,42229,34900,
CIRIS1,CENTRAL,IRIS,C1,47069,38900,
CIRIS8,CENTRAL,IRIS,C8,47069,38900,
CIRIS9,CENTRAL,IRIS,C9,47069,38900,
CISLAND1,CENTRAL,ISLAND,C1,26741,22100,
CISLAND2,CENTRAL,ISLAND,C2,26741,22100,
CIVI1,CENTRAL,IVI,C1,39325,32500,
CIVI3,CENTRAL,IVI,C3,39325,32500,
CIVI4,CENTRAL,IVI,C4,39325,32500,
CIVORY2,CENTRAL,IVORY,C2,47069,38900,
CIVORY3,CENTRAL,IVORY,C3,47069,38900,
CIVORY6,CENTRAL,IVORY,C6,47069,38900,
CIVORY7,CENTRAL,IVORY,C7,47069,38900,
CJANI1,CENTRAL,JANI,C1,47069,38900,
CJANI2,CENTRAL,JANI,C2,47069,38900,
CJANI3,CENTRAL,JANI,C3,47069,38900,
CJAY1,CENTRAL,JAY,C1,36179,29900,
CJAY2,CENTRAL,JAY,C2,36179,29900,
CJAY3,CENTRAL,JAY,C3,36179,29900,
CJAY4,CENTRAL,JAY,C4,36179,29900,
CJAYT2,CENTRAL,JAYT,C2,27709,22900,
CJAYT25,CENTRAL,JAYT,C25,27709,22900,
CJAYT26,CENTRAL,JAYT,C26,27709,22900,
CJAYT28,CENTRAL,JAYT,C28,27709,22900,
CJAYT3,CENTRAL,JAYT,C3,27709,22900,
CJAYT4,CENTRAL,JAYT,C4,27709,22900,
CJAYT462,CENTRAL,JAYT,C462,27709,22900,
CJEFFREY1,CENTRAL,JEFFREY,C1,27709,22900,
CJEFFREY2,CENTRAL,JEFFREY,C2,27709,22900,
CJEFFREY3,CENTRAL,JEFFREY,C3,27709,22900,
CJEFFREY4,CENTRAL,JEFFREY C4-2,,27709,22900,
CJEFFREY5,CENTRAL,JEFFREY,C5,27709,22900,
CJEFFREY6,CENTRAL,JEFFREY C6-1,,27709,22900,
CJERI1,CENTRAL,JERI,C1,47069,38900,
CJERI2,CENTRAL,JERI,C2,47069,38900,
CJERI3,CENTRAL,JERI,C3,47069,38900,
CJERI4,CENTRAL,JERI,C4,47069,38900,
CJERI5,CENTRAL,JERI,C5,47069,38900,
CJERI6,CENTRAL,JERI,C6,47069,38900,
CJETT1,CENTRAL,JETT,C1,36179,29900,
CJETT2,CENTRAL,JETT,C2,36179,29900,
CJETT5,CENTRAL,JETT,C5,36179,29900,
CJOHAN1,CENTRAL,JOHAN,C1,26741,22100,
CJOHAN2,CENTRAL,JOHAN,C2,26741,22100,
CJOHN1,CENTRAL,JOHN,C1,26741,22100,
CJOHN2,CENTRAL,JOHN,C2,26741,22100,
CJUDY1,CENTRAL,JUDY,C1,33759,27900,
CJUDY2,CENTRAL,JUDY,C2,33759,27900,
CJUDY3,CENTRAL,JUDY,C3,33759,27900,
CJUNO2,CENTRAL,JUNO,C2,47069,38900,
CJUNO3,CENTRAL,JUNO,C3,47069,38900,
CKAI1,CENTRAL,KAI,C1,47069,38900,
CKAI2,CENTRAL,KAI,C2,47069,38900,
CKAI5,CENTRAL,KAI,C5,47069,38900,
CKAI6,CENTRAL,KAI,C6,47069,38900,
CKANODAMA4,CENTRAL,KANO DAMA,C4,47069,38900,
CKANOJUVENIL1,CENTRAL,KANO JUVENIL,C1,47069,38900,
CKANOJUVENIL3,CENTRAL,KANO JUVENIL,C3,47069,38900,
CKANOJUVENIL5,CENTRAL,KANO JUVENIL,C5,47069,38900,
CKARO1,CENTRAL,KARO,C1,47069,38900,
CKARO2,CENTRAL,KARO,C2,47069,38900,
CKARO3,CENTRAL,KARO,C3,47069,38900,
CKARO4,CENTRAL,KARO,C4,47069,38900,
CKARO5,CENTRAL,KARO,C5,47069,38900,
CKENNY2,CENTRAL,KENNY,C2,33759,27900,
CKENNY24,CENTRAL,KENNY,C24,33759,27900,
CKENNY26,CENTRAL,KENNY,C26,33759,27900,
CKENNY28,CENTRAL,KENNY,C28,33759,27900,
